Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2019Q1,S08000016,S08000016,NA,Breast,NA,15,NA,15,NA
2019Q1,S08000016,S08000016,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000016,S08000016,NA,Colorectal,NA,25,NA,25,NA
2019Q1,S08000016,S08000016,NA,Head & Neck,NA,3,NA,3,NA
2019Q1,S08000016,S08000016,NA,Lung,NA,16,NA,16,NA
2019Q1,S08000016,S08000016,NA,Lymphoma,NA,8,NA,8,NA
2019Q1,S08000016,S08000016,NA,Melanoma,NA,7,NA,7,NA
2019Q1,S08000016,S08000016,NA,Ovarian,NA,3,NA,3,NA
2019Q1,S08000016,S08000016,NA,Upper GI,NA,8,NA,8,NA
2019Q1,S08000016,S08000016,NA,Urological,NA,16,NA,16,NA
2019Q1,S08000016,S08000024,NA,Breast,NA,1,NA,1,NA
2019Q1,S08000016,S08000024,NA,Colorectal,NA,1,NA,1,NA
2019Q1,S08000016,S08000024,NA,Head & Neck,NA,4,NA,4,NA
2019Q1,S08000016,S08000024,NA,Lung,NA,10,NA,10,NA
2019Q1,S08000016,S08000024,NA,Melanoma,NA,1,NA,1,NA
2019Q1,S08000016,S08000024,NA,Upper GI,NA,2,NA,2,NA
2019Q1,S08000016,S08000024,NA,Urological,NA,7,NA,7,NA
2019Q1,S08000017,S08000017,NA,Breast,NA,21,NA,21,NA
2019Q1,S08000017,S08000017,NA,Colorectal,NA,20,NA,18,NA
2019Q1,S08000017,S08000017,NA,Head & Neck,NA,3,NA,3,NA
2019Q1,S08000017,S08000017,NA,Lung,NA,36,NA,36,NA
2019Q1,S08000017,S08000017,NA,Lymphoma,NA,5,NA,5,NA
2019Q1,S08000017,S08000017,NA,Melanoma,NA,10,NA,10,NA
2019Q1,S08000017,S08000017,NA,Ovarian,NA,1,NA,1,NA
2019Q1,S08000017,S08000017,NA,Upper GI,NA,19,NA,19,NA
2019Q1,S08000017,S08000017,NA,Urological,NA,38,NA,33,NA
2019Q1,S08000017,S08000024,NA,Breast,NA,1,NA,1,NA
2019Q1,S08000017,S08000024,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000017,S08000024,NA,Colorectal,NA,3,NA,3,NA
2019Q1,S08000017,S08000024,NA,Head & Neck,NA,3,NA,3,NA
2019Q1,S08000017,S08000024,NA,Lung,NA,2,NA,2,NA
2019Q1,S08000017,S08000024,NA,Ovarian,NA,3,NA,3,NA
2019Q1,S08000017,S08000024,NA,Upper GI,NA,2,NA,2,NA
2019Q1,S08000017,S08000024,NA,Urological,NA,7,NA,7,NA
2019Q1,S08000017,S08000031,NA,Head & Neck,NA,3,NA,3,NA
2019Q1,S08000017,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2019Q1,S08000017,SB0801,NA,Lung,NA,7,NA,7,NA
2019Q1,S08000019,S08000019,NA,Breast,NA,33,NA,31,NA
2019Q1,S08000019,S08000019,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000019,S08000019,NA,Colorectal,NA,46,NA,42,NA
2019Q1,S08000019,S08000019,NA,Head & Neck,NA,4,NA,4,NA
2019Q1,S08000019,S08000019,NA,Lung,NA,39,NA,39,NA
2019Q1,S08000019,S08000019,NA,Lymphoma,NA,17,NA,17,NA
2019Q1,S08000019,S08000019,NA,Melanoma,NA,18,NA,18,NA
2019Q1,S08000019,S08000019,NA,Ovarian,NA,1,NA,1,NA
2019Q1,S08000019,S08000019,NA,Upper GI,NA,30,NA,30,NA
2019Q1,S08000019,S08000019,NA,Urological,NA,86,NA,86,NA
2019Q1,S08000019,S08000024,NA,Upper GI,NA,3,NA,3,NA
2019Q1,S08000019,S08000024,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000019,S08000031,NA,Cervical,NA,3,NA,3,NA
2019Q1,S08000019,S08000031,NA,Colorectal,NA,2,NA,2,NA
2019Q1,S08000019,S08000031,NA,Head & Neck,NA,10,NA,10,NA
2019Q1,S08000019,S08000031,NA,Lung,NA,6,NA,6,NA
2019Q1,S08000019,S08000031,NA,Ovarian,NA,6,NA,6,NA
2019Q1,S08000019,S08000031,NA,Upper GI,NA,5,NA,5,NA
2019Q1,S08000019,S08000031,NA,Urological,NA,15,NA,12,NA
2019Q1,S08000019,S08000032,NA,Breast,NA,1,NA,1,NA
2019Q1,S08000019,S08000032,NA,Head & Neck,NA,2,NA,2,NA
2019Q1,S08000019,SB0801,NA,Lung,NA,8,NA,8,NA
2019Q1,S08000020,S08000020,NA,Breast,NA,104,NA,103,NA
2019Q1,S08000020,S08000020,NA,Cervical,NA,11,NA,8,NA
2019Q1,S08000020,S08000020,NA,Colorectal,NA,101,NA,91,NA
2019Q1,S08000020,S08000020,NA,Head & Neck,NA,40,NA,39,NA
2019Q1,S08000020,S08000020,NA,Lung,NA,96,NA,94,NA
2019Q1,S08000020,S08000020,NA,Lymphoma,NA,36,NA,35,NA
2019Q1,S08000020,S08000020,NA,Melanoma,NA,31,NA,31,NA
2019Q1,S08000020,S08000020,NA,Ovarian,NA,9,NA,9,NA
2019Q1,S08000020,S08000020,NA,Upper GI,NA,74,NA,74,NA
2019Q1,S08000020,S08000020,NA,Urological,NA,157,NA,134,NA
2019Q1,S08000020,S08000024,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000020,S08000025,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000022,S08000020,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000022,S08000020,NA,Lung,NA,2,NA,2,NA
2019Q1,S08000022,S08000020,NA,Ovarian,NA,3,NA,3,NA
2019Q1,S08000022,S08000020,NA,Urological,NA,5,NA,2,NA
2019Q1,S08000022,S08000022,NA,Breast,NA,73,NA,69,NA
2019Q1,S08000022,S08000022,NA,Cervical,NA,4,NA,4,NA
2019Q1,S08000022,S08000022,NA,Colorectal,NA,53,NA,51,NA
2019Q1,S08000022,S08000022,NA,Head & Neck,NA,9,NA,9,NA
2019Q1,S08000022,S08000022,NA,Lung,NA,36,NA,36,NA
2019Q1,S08000022,S08000022,NA,Lymphoma,NA,17,NA,17,NA
2019Q1,S08000022,S08000022,NA,Melanoma,NA,15,NA,12,NA
2019Q1,S08000022,S08000022,NA,Ovarian,NA,3,NA,3,NA
2019Q1,S08000022,S08000022,NA,Upper GI,NA,37,NA,36,NA
2019Q1,S08000022,S08000022,NA,Urological,NA,80,NA,70,NA
2019Q1,S08000022,S08000024,NA,Upper GI,NA,1,NA,1,NA
2019Q1,S08000022,S08000024,NA,Urological,NA,2,NA,1,NA
2019Q1,S08000022,S08000030,NA,Head & Neck,NA,5,NA,5,NA
2019Q1,S08000022,S08000031,NA,Melanoma,NA,1,NA,1,NA
2019Q1,S08000022,S08000031,NA,Upper GI,NA,3,NA,3,NA
2019Q1,S08000022,SB0801,NA,Lung,NA,6,NA,6,NA
2019Q1,S08000024,S08000019,NA,Breast,NA,2,NA,2,NA
2019Q1,S08000024,S08000024,NA,Breast,NA,216,NA,215,NA
2019Q1,S08000024,S08000024,NA,Cervical,NA,13,NA,12,NA
2019Q1,S08000024,S08000024,NA,Colorectal,NA,102,NA,91,NA
2019Q1,S08000024,S08000024,NA,Head & Neck,NA,48,NA,47,NA
2019Q1,S08000024,S08000024,NA,Lung,NA,175,NA,171,NA
2019Q1,S08000024,S08000024,NA,Lymphoma,NA,30,NA,30,NA
2019Q1,S08000024,S08000024,NA,Melanoma,NA,28,NA,27,NA
2019Q1,S08000024,S08000024,NA,Ovarian,NA,11,NA,11,NA
2019Q1,S08000024,S08000024,NA,Upper GI,NA,89,NA,87,NA
2019Q1,S08000024,S08000024,NA,Urological,NA,182,NA,163,NA
2019Q1,S08000024,S08000031,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000025,S08000020,NA,Lung,NA,1,NA,1,NA
2019Q1,S08000025,S08000020,NA,Upper GI,NA,1,NA,1,NA
2019Q1,S08000025,S08000020,NA,Urological,NA,2,NA,1,NA
2019Q1,S08000025,S08000022,NA,Lung,NA,1,NA,1,NA
2019Q1,S08000025,S08000025,NA,Colorectal,NA,3,NA,3,NA
2019Q1,S08000025,S08000025,NA,Lung,NA,1,NA,1,NA
2019Q1,S08000025,S08000025,NA,Melanoma,NA,1,NA,1,NA
2019Q1,S08000025,S08000025,NA,Ovarian,NA,2,NA,2,NA
2019Q1,S08000026,S08000020,NA,Breast,NA,1,NA,1,NA
2019Q1,S08000026,S08000020,NA,Head & Neck,NA,1,NA,1,NA
2019Q1,S08000026,S08000020,NA,Lymphoma,NA,1,NA,1,NA
2019Q1,S08000026,S08000020,NA,Upper GI,NA,3,NA,3,NA
2019Q1,S08000026,S08000020,NA,Urological,NA,1,NA,0,NA
2019Q1,S08000026,S08000026,NA,Breast,NA,1,NA,1,NA
2019Q1,S08000026,S08000026,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000026,S08000026,NA,Colorectal,NA,3,NA,3,NA
2019Q1,S08000026,S08000026,NA,Lung,NA,1,NA,1,NA
2019Q1,S08000026,S08000026,NA,Melanoma,NA,2,NA,2,NA
2019Q1,S08000026,S08000026,NA,Ovarian,NA,2,NA,2,NA
2019Q1,S08000026,S08000026,NA,Urological,NA,3,NA,3,NA
2019Q1,S08000028,S08000020,NA,Colorectal,NA,1,NA,0,NA
2019Q1,S08000028,S08000020,NA,Urological,NA,2,NA,1,NA
2019Q1,S08000028,S08000022,NA,Colorectal,NA,2,NA,0,NA
2019Q1,S08000028,S08000022,NA,Lymphoma,NA,2,NA,2,NA
2019Q1,S08000028,S08000022,NA,Upper GI,NA,1,NA,1,NA
2019Q1,S08000028,S08000022,NA,Urological,NA,4,NA,3,NA
2019Q1,S08000028,S08000028,NA,Colorectal,NA,4,NA,4,NA
2019Q1,S08000028,S08000028,NA,Lung,NA,3,NA,3,NA
2019Q1,S08000028,S08000028,NA,Melanoma,NA,1,NA,1,NA
2019Q1,S08000028,S08000028,NA,Upper GI,NA,3,NA,3,NA
2019Q1,S08000028,S08000028,NA,Urological,NA,6,NA,6,NA
2019Q1,S08000028,S08000031,NA,Cervical,NA,1,NA,1,NA
2019Q1,S08000028,S08000031,NA,Colorectal,NA,1,NA,1,NA
2019Q1,S08000028,S08000031,NA,Head & Neck,NA,1,NA,1,NA
2019Q1,S08000028,S08000031,NA,Ovarian,NA,1,NA,1,NA
2019Q1,S08000028,S08000031,NA,Upper GI,NA,1,NA,1,NA
2019Q1,S08000029,S08000024,NA,Breast,NA,4,NA,3,NA
2019Q1,S08000029,S08000024,NA,Cervical,NA,1,NA,0,NA
2019Q1,S08000029,S08000024,NA,Colorectal,NA,9,NA,9,NA
2019Q1,S08000029,S08000024,NA,Head & Neck,NA,3,NA,3,NA
2019Q1,S08000029,S08000024,NA,Lung,NA,26,NA,19,NA
2019Q1,S08000029,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2019Q1,S08000029,S08000024,NA,Upper GI,NA,10,NA,10,NA
2019Q1,S08000029,S08000024,NA,Urological,NA,18,NA,17,NA
2019Q1,S08000029,S08000029,NA,Breast,NA,55,NA,53,NA
2019Q1,S08000029,S08000029,NA,Cervical,NA,2,NA,2,NA
2019Q1,S08000029,S08000029,NA,Colorectal,NA,63,NA,61,NA
2019Q1,S08000029,S08000029,NA,Head & Neck,NA,1,NA,1,NA
2019Q1,S08000029,S08000029,NA,Lung,NA,46,NA,46,NA
2019Q1,S08000029,S08000029,NA,Lymphoma,NA,16,NA,16,NA
2019Q1,S08000029,S08000029,NA,Melanoma,NA,10,NA,10,NA
2019Q1,S08000029,S08000029,NA,Ovarian,NA,5,NA,5,NA
2019Q1,S08000029,S08000029,NA,Upper GI,NA,36,NA,36,NA
2019Q1,S08000029,S08000029,NA,Urological,NA,101,NA,89,NA
2019Q1,S08000029,S08000030,NA,Head & Neck,NA,5,NA,4,NA
2019Q1,S08000029,S08000030,NA,Lung,NA,1,NA,1,NA
2019Q1,S08000030,S08000020,NA,Urological,NA,1,NA,0,NA
2019Q1,S08000030,S08000024,NA,Lung,NA,7,NA,6,NA
2019Q1,S08000030,S08000024,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000030,S08000030,NA,Breast,NA,111,NA,96,NA
2019Q1,S08000030,S08000030,NA,Cervical,NA,2,NA,2,NA
2019Q1,S08000030,S08000030,NA,Colorectal,NA,62,NA,61,NA
2019Q1,S08000030,S08000030,NA,Head & Neck,NA,14,NA,13,NA
2019Q1,S08000030,S08000030,NA,Lung,NA,78,NA,70,NA
2019Q1,S08000030,S08000030,NA,Lymphoma,NA,19,NA,19,NA
2019Q1,S08000030,S08000030,NA,Melanoma,NA,25,NA,23,NA
2019Q1,S08000030,S08000030,NA,Ovarian,NA,15,NA,14,NA
2019Q1,S08000030,S08000030,NA,Upper GI,NA,46,NA,44,NA
2019Q1,S08000030,S08000030,NA,Urological,NA,116,NA,100,NA
2019Q1,S08000031,S08000019,NA,Urological,NA,1,NA,1,NA
2019Q1,S08000031,S08000024,NA,Colorectal,NA,1,NA,1,NA
2019Q1,S08000031,S08000024,NA,Upper GI,NA,2,NA,1,NA
2019Q1,S08000031,S08000031,NA,Breast,NA,379,NA,322,NA
2019Q1,S08000031,S08000031,NA,Cervical,NA,17,NA,17,NA
2019Q1,S08000031,S08000031,NA,Colorectal,NA,217,NA,211,NA
2019Q1,S08000031,S08000031,NA,Head & Neck,NA,70,NA,70,NA
2019Q1,S08000031,S08000031,NA,Lung,NA,246,NA,237,NA
2019Q1,S08000031,S08000031,NA,Lymphoma,NA,73,NA,73,NA
2019Q1,S08000031,S08000031,NA,Melanoma,NA,100,NA,100,NA
2019Q1,S08000031,S08000031,NA,Ovarian,NA,33,NA,33,NA
2019Q1,S08000031,S08000031,NA,Upper GI,NA,145,NA,143,NA
2019Q1,S08000031,S08000031,NA,Urological,NA,355,NA,335,NA
2019Q1,S08000031,S08000032,NA,Breast,NA,38,NA,31,NA
2019Q1,S08000031,SB0801,NA,Lung,NA,47,NA,47,NA
2019Q1,S08000032,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2019Q1,S08000032,S08000031,NA,Breast,NA,4,NA,4,NA
2019Q1,S08000032,S08000031,NA,Cervical,NA,4,NA,4,NA
2019Q1,S08000032,S08000031,NA,Colorectal,NA,4,NA,4,NA
2019Q1,S08000032,S08000031,NA,Head & Neck,NA,18,NA,18,NA
2019Q1,S08000032,S08000031,NA,Lung,NA,10,NA,10,NA
2019Q1,S08000032,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2019Q1,S08000032,S08000031,NA,Melanoma,NA,2,NA,2,NA
2019Q1,S08000032,S08000031,NA,Ovarian,NA,9,NA,9,NA
2019Q1,S08000032,S08000031,NA,Upper GI,NA,20,NA,20,NA
2019Q1,S08000032,S08000031,NA,Urological,NA,20,NA,20,NA
2019Q1,S08000032,S08000032,NA,Breast,NA,81,NA,77,NA
2019Q1,S08000032,S08000032,NA,Colorectal,NA,79,NA,79,NA
2019Q1,S08000032,S08000032,NA,Head & Neck,NA,19,NA,19,NA
2019Q1,S08000032,S08000032,NA,Lung,NA,87,NA,87,NA
2019Q1,S08000032,S08000032,NA,Lymphoma,NA,28,NA,28,NA
2019Q1,S08000032,S08000032,NA,Melanoma,NA,34,NA,34,NA
2019Q1,S08000032,S08000032,NA,Ovarian,NA,5,NA,5,NA
2019Q1,S08000032,S08000032,NA,Upper GI,NA,40,NA,40,NA
2019Q1,S08000032,S08000032,NA,Urological,NA,106,NA,103,NA
2019Q1,S08000032,SB0801,NA,Lung,NA,17,NA,17,NA
2019Q2,S08000015,S08000015,NA,Breast,NA,101,NA,92,NA
2019Q2,S08000015,S08000015,NA,Cervical,NA,1,NA,1,NA
2019Q2,S08000015,S08000015,NA,Colorectal,NA,67,NA,66,NA
2019Q2,S08000015,S08000015,NA,Head & Neck,NA,9,NA,9,NA
2019Q2,S08000015,S08000015,NA,Lung,NA,42,NA,42,NA
2019Q2,S08000015,S08000015,NA,Lymphoma,NA,4,NA,4,NA
2019Q2,S08000015,S08000015,NA,Melanoma,NA,25,NA,24,NA
2019Q2,S08000015,S08000015,NA,Ovarian,NA,5,NA,5,NA
2019Q2,S08000015,S08000015,NA,Upper GI,NA,33,NA,32,NA
2019Q2,S08000015,S08000015,NA,Urological,NA,84,NA,84,NA
2019Q2,S08000015,S08000017,NA,Breast,NA,5,NA,5,NA
2019Q2,S08000015,S08000030,NA,Upper GI,NA,1,NA,1,NA
2019Q2,S08000015,S08000031,NA,Breast,NA,1,NA,1,NA
2019Q2,S08000015,S08000031,NA,Cervical,NA,4,NA,4,NA
2019Q2,S08000015,S08000031,NA,Colorectal,NA,3,NA,3,NA
2019Q2,S08000015,S08000031,NA,Head & Neck,NA,13,NA,13,NA
2019Q2,S08000015,S08000031,NA,Lung,NA,15,NA,15,NA
2019Q2,S08000015,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000015,S08000031,NA,Melanoma,NA,1,NA,1,NA
2019Q2,S08000015,S08000031,NA,Ovarian,NA,6,NA,6,NA
2019Q2,S08000015,S08000031,NA,Upper GI,NA,13,NA,12,NA
2019Q2,S08000015,S08000031,NA,Urological,NA,11,NA,11,NA
2019Q2,S08000015,SB0801,NA,Lung,NA,13,NA,13,NA
2019Q2,S08000016,S08000016,NA,Breast,NA,14,NA,14,NA
2019Q2,S08000016,S08000016,NA,Cervical,NA,3,NA,3,NA
2019Q2,S08000016,S08000016,NA,Colorectal,NA,18,NA,18,NA
2019Q2,S08000016,S08000016,NA,Head & Neck,NA,2,NA,2,NA
2019Q2,S08000016,S08000016,NA,Lung,NA,11,NA,11,NA
2019Q2,S08000016,S08000016,NA,Lymphoma,NA,4,NA,4,NA
2019Q2,S08000016,S08000016,NA,Melanoma,NA,4,NA,4,NA
2019Q2,S08000016,S08000016,NA,Ovarian,NA,3,NA,3,NA
2019Q2,S08000016,S08000016,NA,Upper GI,NA,14,NA,14,NA
2019Q2,S08000016,S08000016,NA,Urological,NA,12,NA,12,NA
2019Q2,S08000016,S08000024,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000016,S08000024,NA,Head & Neck,NA,5,NA,5,NA
2019Q2,S08000016,S08000024,NA,Lung,NA,8,NA,8,NA
2019Q2,S08000016,S08000024,NA,Ovarian,NA,2,NA,2,NA
2019Q2,S08000016,S08000024,NA,Upper GI,NA,3,NA,3,NA
2019Q2,S08000016,S08000024,NA,Urological,NA,8,NA,8,NA
2019Q2,S08000017,S08000017,NA,Breast,NA,24,NA,24,NA
2019Q2,S08000017,S08000017,NA,Cervical,NA,4,NA,4,NA
2019Q2,S08000017,S08000017,NA,Colorectal,NA,29,NA,29,NA
2019Q2,S08000017,S08000017,NA,Head & Neck,NA,3,NA,3,NA
2019Q2,S08000017,S08000017,NA,Lung,NA,19,NA,19,NA
2019Q2,S08000017,S08000017,NA,Lymphoma,NA,13,NA,13,NA
2019Q2,S08000017,S08000017,NA,Melanoma,NA,8,NA,8,NA
2019Q2,S08000017,S08000017,NA,Ovarian,NA,6,NA,6,NA
2019Q2,S08000017,S08000017,NA,Upper GI,NA,24,NA,24,NA
2019Q2,S08000017,S08000017,NA,Urological,NA,33,NA,33,NA
2019Q2,S08000017,S08000024,NA,Cervical,NA,1,NA,1,NA
2019Q2,S08000017,S08000024,NA,Colorectal,NA,2,NA,2,NA
2019Q2,S08000017,S08000024,NA,Head & Neck,NA,5,NA,5,NA
2019Q2,S08000017,S08000024,NA,Lung,NA,6,NA,5,NA
2019Q2,S08000017,S08000024,NA,Ovarian,NA,2,NA,2,NA
2019Q2,S08000017,S08000024,NA,Upper GI,NA,5,NA,5,NA
2019Q2,S08000017,S08000024,NA,Urological,NA,14,NA,9,NA
2019Q2,S08000017,S08000031,NA,Head & Neck,NA,4,NA,4,NA
2019Q2,S08000017,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2019Q2,S08000019,S08000019,NA,Breast,NA,52,NA,52,NA
2019Q2,S08000019,S08000019,NA,Cervical,NA,3,NA,3,NA
2019Q2,S08000019,S08000019,NA,Colorectal,NA,47,NA,42,NA
2019Q2,S08000019,S08000019,NA,Head & Neck,NA,7,NA,7,NA
2019Q2,S08000019,S08000019,NA,Lung,NA,46,NA,46,NA
2019Q2,S08000019,S08000019,NA,Lymphoma,NA,12,NA,12,NA
2019Q2,S08000019,S08000019,NA,Melanoma,NA,12,NA,11,NA
2019Q2,S08000019,S08000019,NA,Ovarian,NA,2,NA,2,NA
2019Q2,S08000019,S08000019,NA,Upper GI,NA,28,NA,28,NA
2019Q2,S08000019,S08000019,NA,Urological,NA,81,NA,77,NA
2019Q2,S08000019,S08000024,NA,Upper GI,NA,5,NA,4,NA
2019Q2,S08000019,S08000031,NA,Breast,NA,2,NA,2,NA
2019Q2,S08000019,S08000031,NA,Cervical,NA,1,NA,1,NA
2019Q2,S08000019,S08000031,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000019,S08000031,NA,Head & Neck,NA,9,NA,9,NA
2019Q2,S08000019,S08000031,NA,Lung,NA,5,NA,5,NA
2019Q2,S08000019,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000019,S08000031,NA,Ovarian,NA,2,NA,2,NA
2019Q2,S08000019,S08000031,NA,Upper GI,NA,10,NA,10,NA
2019Q2,S08000019,S08000031,NA,Urological,NA,12,NA,8,NA
2019Q2,S08000019,S08000032,NA,Head & Neck,NA,2,NA,2,NA
2019Q2,S08000019,SB0801,NA,Lung,NA,6,NA,6,NA
2019Q2,S08000020,S08000020,NA,Breast,NA,138,NA,136,NA
2019Q2,S08000020,S08000020,NA,Cervical,NA,6,NA,5,NA
2019Q2,S08000020,S08000020,NA,Colorectal,NA,91,NA,90,NA
2019Q2,S08000020,S08000020,NA,Head & Neck,NA,25,NA,25,NA
2019Q2,S08000020,S08000020,NA,Lung,NA,118,NA,110,NA
2019Q2,S08000020,S08000020,NA,Lymphoma,NA,33,NA,32,NA
2019Q2,S08000020,S08000020,NA,Melanoma,NA,38,NA,37,NA
2019Q2,S08000020,S08000020,NA,Ovarian,NA,8,NA,8,NA
2019Q2,S08000020,S08000020,NA,Upper GI,NA,82,NA,81,NA
2019Q2,S08000020,S08000020,NA,Urological,NA,199,NA,170,NA
2019Q2,S08000020,S08000022,NA,Breast,NA,1,NA,1,NA
2019Q2,S08000020,S08000022,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000020,S08000022,NA,Urological,NA,1,NA,1,NA
2019Q2,S08000022,S08000020,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000022,S08000020,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000022,S08000020,NA,Ovarian,NA,2,NA,2,NA
2019Q2,S08000022,S08000020,NA,Urological,NA,6,NA,6,NA
2019Q2,S08000022,S08000022,NA,Breast,NA,78,NA,76,NA
2019Q2,S08000022,S08000022,NA,Cervical,NA,5,NA,5,NA
2019Q2,S08000022,S08000022,NA,Colorectal,NA,65,NA,57,NA
2019Q2,S08000022,S08000022,NA,Head & Neck,NA,3,NA,3,NA
2019Q2,S08000022,S08000022,NA,Lung,NA,44,NA,44,NA
2019Q2,S08000022,S08000022,NA,Lymphoma,NA,17,NA,17,NA
2019Q2,S08000022,S08000022,NA,Melanoma,NA,18,NA,14,NA
2019Q2,S08000022,S08000022,NA,Ovarian,NA,3,NA,3,NA
2019Q2,S08000022,S08000022,NA,Upper GI,NA,28,NA,28,NA
2019Q2,S08000022,S08000022,NA,Urological,NA,73,NA,71,NA
2019Q2,S08000022,S08000024,NA,Upper GI,NA,1,NA,1,NA
2019Q2,S08000022,S08000024,NA,Urological,NA,1,NA,1,NA
2019Q2,S08000022,S08000030,NA,Head & Neck,NA,2,NA,2,NA
2019Q2,S08000022,S08000031,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000022,S08000031,NA,Upper GI,NA,2,NA,2,NA
2019Q2,S08000022,SB0801,NA,Lung,NA,7,NA,7,NA
2019Q2,S08000024,S08000019,NA,Breast,NA,1,NA,1,NA
2019Q2,S08000024,S08000024,NA,Breast,NA,232,NA,216,NA
2019Q2,S08000024,S08000024,NA,Cervical,NA,10,NA,9,NA
2019Q2,S08000024,S08000024,NA,Colorectal,NA,107,NA,84,NA
2019Q2,S08000024,S08000024,NA,Head & Neck,NA,55,NA,55,NA
2019Q2,S08000024,S08000024,NA,Lung,NA,155,NA,151,NA
2019Q2,S08000024,S08000024,NA,Lymphoma,NA,25,NA,25,NA
2019Q2,S08000024,S08000024,NA,Melanoma,NA,59,NA,58,NA
2019Q2,S08000024,S08000024,NA,Ovarian,NA,18,NA,17,NA
2019Q2,S08000024,S08000024,NA,Upper GI,NA,108,NA,106,NA
2019Q2,S08000024,S08000024,NA,Urological,NA,195,NA,177,NA
2019Q2,S08000024,S08000029,NA,Breast,NA,4,NA,4,NA
2019Q2,S08000025,S08000020,NA,Lung,NA,2,NA,1,NA
2019Q2,S08000025,S08000020,NA,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000025,S08000020,NA,Ovarian,NA,1,NA,1,NA
2019Q2,S08000025,S08000020,NA,Upper GI,NA,1,NA,1,NA
2019Q2,S08000025,S08000020,NA,Urological,NA,1,NA,1,NA
2019Q2,S08000025,S08000025,NA,Colorectal,NA,4,NA,4,NA
2019Q2,S08000025,S08000025,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000025,S08000025,NA,Melanoma,NA,1,NA,1,NA
2019Q2,S08000025,S08000025,NA,Urological,NA,1,NA,1,NA
2019Q2,S08000026,S08000020,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000026,S08000020,NA,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000026,S08000020,NA,Urological,NA,2,NA,1,NA
2019Q2,S08000026,S08000026,NA,Breast,NA,2,NA,2,NA
2019Q2,S08000026,S08000026,NA,Colorectal,NA,3,NA,3,NA
2019Q2,S08000026,S08000026,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000026,S08000026,NA,Upper GI,NA,2,NA,2,NA
2019Q2,S08000026,S08000026,NA,Urological,NA,12,NA,12,NA
2019Q2,S08000028,S08000020,NA,Urological,NA,2,NA,1,NA
2019Q2,S08000028,S08000022,NA,Colorectal,NA,5,NA,5,NA
2019Q2,S08000028,S08000022,NA,Head & Neck,NA,1,NA,1,NA
2019Q2,S08000028,S08000022,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000028,S08000022,NA,Upper GI,NA,2,NA,2,NA
2019Q2,S08000028,S08000022,NA,Urological,NA,2,NA,2,NA
2019Q2,S08000028,S08000028,NA,Colorectal,NA,3,NA,3,NA
2019Q2,S08000028,S08000028,NA,Head & Neck,NA,1,NA,1,NA
2019Q2,S08000028,S08000028,NA,Lung,NA,1,NA,1,NA
2019Q2,S08000028,S08000028,NA,Melanoma,NA,1,NA,1,NA
2019Q2,S08000028,S08000028,NA,Upper GI,NA,4,NA,4,NA
2019Q2,S08000028,S08000028,NA,Urological,NA,4,NA,4,NA
2019Q2,S08000028,S08000031,NA,Colorectal,NA,1,NA,1,NA
2019Q2,S08000028,S08000031,NA,Ovarian,NA,1,NA,1,NA
2019Q2,S08000029,S08000024,NA,Breast,NA,1,NA,1,NA
2019Q2,S08000029,S08000024,NA,Cervical,NA,1,NA,1,NA
2019Q2,S08000029,S08000024,NA,Colorectal,NA,7,NA,7,NA
2019Q2,S08000029,S08000024,NA,Head & Neck,NA,9,NA,9,NA
2019Q2,S08000029,S08000024,NA,Lung,NA,26,NA,25,NA
2019Q2,S08000029,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000029,S08000024,NA,Upper GI,NA,8,NA,8,NA
