quarter,quarter_time,hb,hbt,hbtqf,cancer_type,cancer_type_qf,hbqf,referrals_standard,referrals,referrals_standard_qf,referrals_standard_qf_values,referrals_treated_standard,referrals_treated,referrals_treated_qf,referrals_treated_qf_values
2015Q3,2015 Q3,S08000015,S08000031,NA,Ovarian,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Ovarian,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Upper GI,NA,NA,31day_standard,21,31day_standard_qf,NA,within31days,20,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Upper GI,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Urological,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000015,SB0801,NA,Lung,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000015,SB0801,NA,Lung,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Breast,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,16,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Breast,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Colorectal,NA,NA,31day_standard,17,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Colorectal,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Head & Neck,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Head & Neck,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Lung,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,18,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Lung,NA,NA,62day_standard,12,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Lymphoma,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Lymphoma,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Melanoma,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Melanoma,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Upper GI,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Upper GI,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Urological,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000016,NA,Urological,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Breast,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Head & Neck,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Lung,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Upper GI,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Upper GI,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Urological,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q3,2015 Q3,S08000016,S08000024,NA,Urological,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Breast,NA,NA,31day_standard,26,31day_standard_qf,NA,within31days,26,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Breast,NA,NA,62day_standard,19,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Colorectal,NA,NA,31day_standard,24,31day_standard_qf,NA,within31days,22,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Colorectal,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Head & Neck,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Lung,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,20,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Lung,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,16,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Lymphoma,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Melanoma,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Melanoma,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Upper GI,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,20,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Upper GI,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Urological,NA,NA,31day_standard,33,31day_standard_qf,NA,within31days,32,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000017,NA,Urological,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,16,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Head & Neck,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Lung,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Upper GI,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Urological,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,11,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000024,NA,Urological,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000017,S08000031,NA,Head & Neck,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000031,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000017,S08000031,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000017,SB0801,NA,Lung,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q3,2015 Q3,S08000017,SB0801,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Breast,NA,NA,31day_standard,32,31day_standard_qf,NA,within31days,31,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Breast,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,26,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Colorectal,NA,NA,31day_standard,36,31day_standard_qf,NA,within31days,36,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Colorectal,NA,NA,62day_standard,22,62day_standard_qf,NA,within62days,22,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Head & Neck,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Lung,NA,NA,31day_standard,24,31day_standard_qf,NA,within31days,24,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Lung,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Lymphoma,NA,NA,31day_standard,15,31day_standard_qf,NA,within31days,15,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Lymphoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Melanoma,NA,NA,31day_standard,13,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Melanoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Upper GI,NA,NA,31day_standard,22,31day_standard_qf,NA,within31days,22,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Upper GI,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,16,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Urological,NA,NA,31day_standard,75,31day_standard_qf,NA,within31days,75,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000019,NA,Urological,NA,NA,62day_standard,46,62day_standard_qf,NA,within62days,43,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000024,NA,Upper GI,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000024,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Colorectal,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Head & Neck,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Head & Neck,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Lung,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Lung,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Lymphoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Ovarian,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Upper GI,NA,NA,31day_standard,14,31day_standard_qf,NA,within31days,14,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000031,NA,Upper GI,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000019,S08000032,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000019,S08000032,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000019,SB0801,NA,Lung,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q3,2015 Q3,S08000019,SB0801,NA,Lung,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Breast,NA,NA,31day_standard,130,31day_standard_qf,NA,within31days,121,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Breast,NA,NA,62day_standard,106,62day_standard_qf,NA,within62days,99,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Cervical,NA,NA,31day_standard,11,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Cervical,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Colorectal,NA,NA,31day_standard,84,31day_standard_qf,NA,within31days,82,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Colorectal,NA,NA,62day_standard,47,62day_standard_qf,NA,within62days,28,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Head & Neck,NA,NA,31day_standard,35,31day_standard_qf,NA,within31days,34,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Head & Neck,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,8,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Lung,NA,NA,31day_standard,89,31day_standard_qf,NA,within31days,89,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Lung,NA,NA,62day_standard,63,62day_standard_qf,NA,within62days,57,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Lymphoma,NA,NA,31day_standard,28,31day_standard_qf,NA,within31days,26,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Lymphoma,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Melanoma,NA,NA,31day_standard,28,31day_standard_qf,NA,within31days,27,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Melanoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Ovarian,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,18,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Ovarian,NA,NA,62day_standard,9,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Upper GI,NA,NA,31day_standard,60,31day_standard_qf,NA,within31days,58,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Upper GI,NA,NA,62day_standard,34,62day_standard_qf,NA,within62days,33,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Urological,NA,NA,31day_standard,121,31day_standard_qf,NA,within31days,98,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000020,NA,Urological,NA,NA,62day_standard,50,62day_standard_qf,NA,within62days,44,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000024,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000024,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000020,S08000025,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000020,S08000025,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000020,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000020,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000020,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,0,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000020,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Breast,NA,NA,31day_standard,79,31day_standard_qf,NA,within31days,79,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Breast,NA,NA,62day_standard,62,62day_standard_qf,NA,within62days,62,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Cervical,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Colorectal,NA,NA,31day_standard,46,31day_standard_qf,NA,within31days,44,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Colorectal,NA,NA,62day_standard,33,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Head & Neck,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Head & Neck,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Lung,NA,NA,31day_standard,41,31day_standard_qf,NA,within31days,37,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Lung,NA,NA,62day_standard,27,62day_standard_qf,NA,within62days,23,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Lymphoma,NA,NA,31day_standard,17,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Lymphoma,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Melanoma,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Melanoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Ovarian,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Ovarian,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Upper GI,NA,NA,31day_standard,42,31day_standard_qf,NA,within31days,41,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Upper GI,NA,NA,62day_standard,19,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Urological,NA,NA,31day_standard,62,31day_standard_qf,NA,within31days,54,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000022,NA,Urological,NA,NA,62day_standard,25,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000024,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000028,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000028,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000028,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000028,NA,Urological,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000031,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000031,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,S08000031,NA,Lung,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000031,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,S08000031,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,SB0801,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000022,SB0801,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,SB0801,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000022,SB0801,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000022,SB0801,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000024,S08000019,NA,Breast,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000024,S08000019,NA,Breast,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
